LAMMPS data file via write_data, version 23 Jun 2022, timestep = 2501

16487 atoms
1 atom types

-35.2 35.2 xlo xhi
-35.2 35.2 ylo yhi
-35.2 35.2 zlo zhi

Masses

1 58.71

Atoms # atomic

36 1 -3.4693834410218685 -14.016460428571971 -31.71968796512906 0 0 0
40 1 -5.3876229468800425e-15 -14.017489300813006 -31.737191696825327 0 0 0
44 1 3.4693834410218587 -14.016460428571966 -31.719687965129065 0 0 0
53 1 -10.477837003051253 -10.477837003051253 -31.675240636454973 0 0 0
57 1 -7.005498202099741 -10.516648462157844 -31.81373563008592 0 0 0
33 1 -5.218875604267473 -12.264372690297836 -31.785674438977523 0 0 0
61 1 -3.495539150431278 -10.50592539585031 -31.956474287494874 0 0 0
37 1 -1.7448347939651572 -12.273000558679572 -31.831568721423224 0 0 0
41 1 1.7448347939651445 -12.273000558679568 -31.831568721423224 0 0 0
65 1 -9.149458788018383e-15 -10.509564449152895 -31.97581579392644 0 0 0
45 1 5.218875604267456 -12.264372690297826 -31.785674438977527 0 0 0
69 1 3.4955391504312585 -10.5059253958503 -31.95647428749488 0 0 0
73 1 7.0054982020997185 -10.516648462157828 -31.813735630085926 0 0 0
77 1 10.477837003051235 -10.477837003051238 -31.67524063645498 0 0 0
85 1 -10.516648462157844 -7.0054982020997425 -31.81373563008592 0 0 0
54 1 -8.751688007786097 -8.751688007786097 -31.83367537682831 0 0 0
89 1 -7.000122864577712 -7.000122864577712 -32.04188652467999 0 0 0
1 1 -3.47621288660507 -8.716666194979306 -33.88424514337506 0 0 0
4 1 -5.232939513670492 -6.9896644647216055 -33.92227430483214 0 0 0
58 1 -5.2500979815846875 -8.760719297108533 -32.029650103175264 0 0 0
93 1 -3.500015992806841 -7.001587185038471 -32.09643520311873 0 0 0
6 1 -1.7489678374219455 -6.988353072431621 -33.95804174719135 0 0 0
62 1 -1.744924288848684 -8.75515719643747 -32.07424395691371 0 0 0
2 1 -2.086458456045655e-14 -8.717478411968768 -33.90336113162064 0 0 0
8 1 1.7489678374218924 -6.988353072431612 -33.95804174719136 0 0 0
66 1 1.7449242888486556 -8.755157196437462 -32.07424395691372 0 0 0
97 1 -1.9037403918760523e-14 -6.997414655574754 -32.112183546504745 0 0 0
3 1 3.4762128866050355 -8.716666194979286 -33.88424514337507 0 0 0
10 1 5.2329395136704475 -6.989664464721578 -33.92227430483216 0 0 0
70 1 5.250097981584661 -8.760719297108515 -32.02965010317528 0 0 0
101 1 3.5000159928068046 -7.001587185038457 -32.09643520311874 0 0 0
74 1 8.751688007786075 -8.75168800778608 -31.833675376828317 0 0 0
105 1 7.0001228645776825 -7.000122864577692 -32.04188652468 0 0 0
109 1 10.516648462157823 -7.005498202099725 -31.813735630085926 0 0 0
117 1 -14.016460428571971 -3.469383441021872 -31.719687965129058 0 0 0
82 1 -12.264372690297836 -5.218875604267475 -31.78567443897752 0 0 0
121 1 -10.505925395850312 -3.4955391504312803 -31.95647428749487 0 0 0
5 1 -6.989664464721607 -5.232939513670491 -33.92227430483214 0 0 0
13 1 -8.71666619497931 -3.4762128866050714 -33.88424514337506 0 0 0
86 1 -8.760719297108535 -5.250097981584689 -32.029650103175264 0 0 0
125 1 -7.001587185038476 -3.5000159928068397 -32.09643520311873 0 0 0
7 1 -3.506910075296505 -5.256751303937028 -33.96596888631495 0 0 0
14 1 -5.256751303937034 -3.5069100752964992 -33.96596888631495 0 0 0
90 1 -5.252151915732632 -5.25215191573263 -32.10839564748521 0 0 0
129 1 -3.504334045253991 -3.504334045253984 -32.14002039183381 0 0 0
16 1 -1.755248244349689 -3.5075677925112814 -33.97509524826536 0 0 0
94 1 -1.7528110325826212 -5.252126089039325 -32.13324043074325 0 0 0
9 1 -3.36704112466317e-14 -5.252900868306597 -33.970860217723754 0 0 0
18 1 1.755248244349611 -3.5075677925112716 -33.97509524826537 0 0 0
98 1 1.7528110325825728 -5.252126089039318 -32.13324043074326 0 0 0
133 1 -2.864862502580964e-14 -3.5039520837076705 -32.14864863420404 0 0 0
11 1 3.506910075296443 -5.256751303937009 -33.965968886314954 0 0 0
20 1 5.256751303936973 -3.5069100752964784 -33.965968886314954 0 0 0
102 1 5.252151915732593 -5.252151915732613 -32.108395647485224 0 0 0
137 1 3.504334045253938 -3.504334045253973 -32.140020391833815 0 0 0
12 1 6.989664464721563 -5.232939513670462 -33.922274304832165 0 0 0
22 1 8.716666194979274 -3.47621288660505 -33.884245143375075 0 0 0
106 1 8.760719297108507 -5.250097981584672 -32.02965010317528 0 0 0
141 1 7.0015871850384395 -3.5000159928068246 -32.096435203118745 0 0 0
110 1 12.264372690297819 -5.218875604267462 -31.785674438977527 0 0 0
145 1 10.50592539585029 -3.4955391504312683 -31.956474287494885 0 0 0
149 1 14.016460428571959 -3.4693834410218636 -31.71968796512907 0 0 0
118 1 -12.273000558679572 -1.7448347939651598 -31.83156872142322 0 0 0
15 1 -6.988353072431629 -1.7489678374219417 -33.95804174719135 0 0 0
122 1 -8.755157196437475 -1.7449242888486833 -32.07424395691371 0 0 0
