1000	2413.442566
1500	2413.442566
2000	2413.442566
2500	2413.442566
3000	2413.442566
3500	2413.442566
4000	2413.442566
4500	2413.442566
5000	2413.442566
5500	2413.442566
6000	2265.771907
6500	2413.442566
7000	2413.442566
7500	2413.442566
8000	2413.442566
8500	2413.442566
9000	2413.442566
9500	2413.442566
10000	2413.442566
10500	2413.442566
11000	2413.442566
11500	2402.325638
12000	2413.442566
12500	2413.196086
13000	2413.441082
13500	2413.442563
14000	2413.442566
14500	2413.442566
15000	853.780278
15500	2413.442566
16000	2413.442566
16500	2413.442566
17000	2413.442566
17500	2413.442566
18000	2413.442566
18500	2413.442566
19000	2413.442566
19500	2413.442566
20000	2413.442566
